wav,label
/data/datasets/AngryMedia/Female/angry_media-226__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-646__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-377__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-625__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-391__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-644__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-352__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-536__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-483__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-637__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-135__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-712__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-695__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-632__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-459__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-635__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-566__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-54__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-320__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-310__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-504__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-562__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-401__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-184__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-339__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-496__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-134__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-355__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-129__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-224__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-677__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-456__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-417__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-585__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-69__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-541__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-142__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-526__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-580__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-46__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-421__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-29__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-229__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-510__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-445__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-77__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-423__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-60__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-530__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-80__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-570__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-14__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-114__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-667__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-6__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-172__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-414__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-371__source_drama__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-341__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-264__source_drama__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-25__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-393__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-724__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-190__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-232__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-396__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-157__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-569__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-529__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-4__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-111__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-333__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-335__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-552__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-280__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-502__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-480__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-191__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-11__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-721__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-91__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-478__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-573__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-304__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-49__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-708__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-458__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-10__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-575__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-376__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-654__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-223__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-691__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-118__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-73__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-443__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-450__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-8__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-545__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-240__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-697__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-729__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-700__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-115__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-702__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-51__source_drama__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-657__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-256__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-406__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-5__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-669__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-116__source_drama__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-416__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-482__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-104__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-698__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-169__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-260__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-620__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-147__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-395__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-433__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-44__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-596__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-466__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-664__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-460__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-305__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-186__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-123__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-27__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-388__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-346__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-489__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-457__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-722__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-84__source_drama__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-296__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-108__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-412__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-119__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-50__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-609__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-581__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-298__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-71__source_drama__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-384__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-539__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-357__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-163__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-337__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-727__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-648__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-103__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-53__source_drama__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-220__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-277__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-701__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-146__source_drama__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-145__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-656__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-611__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-249__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-106__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-591__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-96__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-543__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-334__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-75__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-534__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-26__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-288__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-725__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-413__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-322__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-33__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-318__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-177__source_drama__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-55__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-577__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-308__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-289__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-638__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-126__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-82__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-144__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-426__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-0__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-276__source_drama__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-204__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-507__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-474__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-52__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-7__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-557__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-655__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-486__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-30__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-451__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-313__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-528__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-527__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-79__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-128__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-152__source_drama__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-578__source_movie__1__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-607__source_movie__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-375__source_drama__0__angry_media.wav,Female
/data/datasets/AngryMedia/Female/angry_media-269__source_drama__0__angry_media.wav,Female
